GDEKT,GDENR,GDENAME,KTNR,UID,ORTSCHAFTSNAME,PLZ
BE,0351,Bern,02,020351,Niederwangen b. Bern,3172
BE,0352,Bolligen,02,020352,Bolligen,3065
BE,0352,Bolligen,02,020352,Stettlen,3066
BE,0352,Bolligen,02,020352,Krauchthal,3326
BE,0353,Bremgarten bei Bern,02,020353,Bremgarten b. Bern,3047
BE,0354,Kirchlindach,02,020354,Herrenschwanden,3037
BE,0354,Kirchlindach,02,020354,Kirchlindach,3038
BE,0354,Kirchlindach,02,020354,Ortschwaben,3042
BE,0355,Köniz,02,020355,Bern,3007
BE,0355,Köniz,02,020355,Wabern,3084
BE,0355,Köniz,02,020355,Spiegel b. Bern,3095
BE,0355,Köniz,02,020355,Liebefeld,3097
BE,0355,Köniz,02,020355,Köniz,3098
BE,0355,Köniz,02,020355,Köniz,3098
BE,0355,Köniz,02,020355,Schliern b. Köniz,3098
BE,0355,Köniz,02,020355,Gasel,3144
BE,0355,Köniz,02,020355,Niederscherli,3145
BE,0355,Köniz,02,020355,Mittelhäusern,3147
BE,0355,Köniz,02,020355,Niederwangen b. Bern,3172
BE,0355,Köniz,02,020355,Oberwangen b. Bern,3173
BE,0355,Köniz,02,020355,Thörishaus,3174
BE,0356,Muri bei Bern,02,020356,Gümligen,3073
BE,0356,Muri bei Bern,02,020356,Muri b. Bern,3074
BE,0356,Muri bei Bern,02,020356,Worb,3076
BE,0357,Oberbalm,02,020357,Zimmerwald,3086
BE,0357,Oberbalm,02,020357,Oberbalm,3096
BE,0357,Oberbalm,02,020357,Niederscherli,3145
BE,0357,Oberbalm,02,020357,Mittelhäusern,3147
BE,0358,Stettlen,02,020358,Stettlen,3066
BE,0358,Stettlen,02,020358,Boll,3067
BE,0358,Stettlen,02,020358,Worb,3076
BE,0359,Vechigen,02,020359,Stettlen,3066
BE,0359,Vechigen,02,020359,Boll,3067
BE,0359,Vechigen,02,020359,Utzigen,3068
BE,0359,Vechigen,02,020359,Worb,3076
BE,0359,Vechigen,02,020359,Bigenthal,3513
BE,0360,Wohlen bei Bern,02,020360,Hinterkappelen,3032
BE,0360,Wohlen bei Bern,02,020360,Wohlen b. Bern,3033
BE,0360,Wohlen bei Bern,02,020360,Murzelen,3034
BE,0360,Wohlen bei Bern,02,020360,Frieswil,3035
BE,0360,Wohlen bei Bern,02,020360,Detligen,3036
BE,0360,Wohlen bei Bern,02,020360,Herrenschwanden,3037
BE,0360,Wohlen bei Bern,02,020360,Ortschwaben,3042
BE,0360,Wohlen bei Bern,02,020360,Uettligen,3043
BE,0360,Wohlen bei Bern,02,020360,Innerberg,3044
BE,0360,Wohlen bei Bern,02,020360,Meikirch,3045
BE,0360,Wohlen bei Bern,02,020360,Säriswil,3049
BE,0361,Zollikofen,02,020361,Zollikofen,3052
BE,0362,Ittigen,02,020362,Worblaufen,3048
BE,0362,Ittigen,02,020362,Ittigen,3063
BE,0363,Ostermundigen,02,020363,Ittigen,3063
BE,0363,Ostermundigen,02,020363,Bolligen,3065
BE,0363,Ostermundigen,02,020363,Stettlen,3066
BE,0363,Ostermundigen,02,020363,Ostermundigen,3072
BE,0363,Ostermundigen,02,020363,Gümligen,3073
BE,0371,Biel/Bienne,02,020371,Biel/Bienne,2502
BE,0371,Biel/Bienne,02,020371,Biel/Bienne,2503
BE,0371,Biel/Bienne,02,020371,Biel/Bienne,2504
BE,0371,Biel/Bienne,02,020371,Biel/Bienne,2505
BE,0371,Biel/Bienne,02,020371,Magglingen/Macolin,2532
BE,0372,Evilard,02,020372,Magglingen/Macolin,2532
BE,0372,Evilard,02,020372,Evilard,2533
BE,0381,Arch,02,020381,Arch,3296
BE,0382,Büetigen,02,020382,Studen BE,2557
BE,0382,Büetigen,02,020382,Büetigen,3263
BE,0383,Büren an der Aare,02,020383,Büren an der Aare,3294
BE,0385,Diessbach bei Büren,02,020385,Diessbach b. Büren,3264
BE,0386,Dotzigen,02,020386,Dotzigen,3293
BE,0386,Dotzigen,02,020386,Büren an der Aare,3294
BE,0387,Lengnau (BE),02,020387,Lengnau BE,2543
BE,0388,Leuzigen,02,020388,Leuzigen,3297
BE,0389,Meienried,02,020389,Meienried,3294
BE,0390,Meinisberg,02,020390,Meinisberg,2554
BE,0391,Oberwil bei Büren,02,020391,Oberwil b. Büren,3298
BE,0392,Pieterlen,02,020392,Pieterlen,2542
BE,0393,Rüti bei Büren,02,020393,Rüti b. Büren,3295
BE,0394,Wengi,02,020394,Wengi b. Büren,3251
BE,0394,Wengi,02,020394,Grossaffoltern,3257
BE,0401,Aefligen,02,020401,Aefligen,3426
BE,0402,Alchenstorf,02,020402,Alchenstorf,3473
BE,0403,Bäriswil,02,020403,Bäriswil BE,3323
BE,0404,Burgdorf,02,020404,Burgdorf,3400
BE,0404,Burgdorf,02,020404,Kaltacker,3413
BE,0404,Burgdorf,02,020404,Oberburg,3414
BE,0404,Burgdorf,02,020404,Wynigen,3472
BE,0405,Ersigen,02,020405,Kirchberg BE,3422
BE,0405,Ersigen,02,020405,Ersigen,3423
BE,0405,Ersigen,02,020405,Niederösch,3424
BE,0405,Ersigen,02,020405,Oberösch,3424
BE,0405,Ersigen,02,020405,Koppigen,3425
BE,0405,Ersigen,02,020405,Rumendingen,3472
BE,0406,Hasle bei Burgdorf,02,020406,Hasle b. Burgdorf,3415
BE,0406,Hasle bei Burgdorf,02,020406,Schafhausen im Emmental,3415
BE,0406,Hasle bei Burgdorf,02,020406,Biembach im Emmental,3419
BE,0406,Hasle bei Burgdorf,02,020406,Lützelflüh-Goldbach,3432
BE,0406,Hasle bei Burgdorf,02,020406,Schwanden im Emmental,3433
BE,0406,Hasle bei Burgdorf,02,020406,Bigenthal,3513
BE,0407,Heimiswil,02,020407,Heimiswil,3412
BE,0407,Heimiswil,02,020407,Kaltacker,3413
BE,0407,Heimiswil,02,020407,Rüegsauschachen,3415
BE,0407,Heimiswil,02,020407,Affoltern im Emmental,3416
BE,0407,Heimiswil,02,020407,Rüegsbach,3418
BE,0407,Heimiswil,02,020407,Wynigen,3472
BE,0408,Hellsau,02,020408,Hellsau,3429
BE,0409,Hindelbank,02,020409,Hindelbank,3324
BE,0409,Hindelbank,02,020409,Mötschwil,3324
BE,0409,Hindelbank,02,020409,Hettiswil b. Hindelbank,3325
BE,0409,Hindelbank,02,020409,Lyssach,3421
BE,0410,Höchstetten,02,020410,Höchstetten,3429
BE,0411,Kernenried,02,020411,Kernenried,3309
BE,0412,Kirchberg (BE),02,020412,Burgdorf,3400
BE,0412,Kirchberg (BE),02,020412,Kirchberg BE,3422
BE,0413,Koppigen,02,020413,Koppigen,3425
BE,0414,Krauchthal,02,020414,Hettiswil b. Hindelbank,3325
BE,0414,Krauchthal,02,020414,Krauchthal,3326
BE,0415,Lyssach,02,020415,Hindelbank,3324
BE,0415,Lyssach,02,020415,Lyssach,3421
BE,0418,Oberburg,02,020418,Oberburg,3414
BE,0418,Oberburg,02,020418,Lyssach,3421
BE,0420,Rüdtligen-Alchenflüh,02,020420,Rüdtligen,3422
BE,0420,Rüdtligen-Alchenflüh,02,020420,Alchenflüh,3422
BE,0421,Rumendingen,02,020421,Rumendingen,3472
BE,0422,Rüti bei Lyssach,02,020422,Rüti b. Lyssach,3421
BE,0423,Willadingen,02,020423,Willadingen,3425
BE,0424,Wynigen,02,020424,Schmidigen-Mühleweg,3464
BE,0424,Wynigen,02,020424,Wynigen,3472
BE,0424,Wynigen,02,020424,Rüedisbach,3474
BE,0431,Corgémont,02,020431,Les Prés-d'Orvin,2534
BE,0431,Corgémont,02,020431,Corgémont,2606
BE,0431,Corgémont,02,020431,Montagne-de-Courtelary,2608
BE,0431,Corgémont,02,020431,La Tanne,2720
BE,0432,Cormoret,02,020432,Montagne-de-Courtelary,2608
BE,0432,Cormoret,02,020432,Mont-Crosin,2610
BE,0432,Cormoret,02,020432,Cormoret,2612
BE,0432,Cormoret,02,020432,Villeret,2613
BE,0433,Cortébert,02,020433,Cortébert,2607
BE,0433,Cortébert,02,020433,Montagne-de-Courtelary,2608
BE,0433,Cortébert,02,020433,Mont-Tramelan,2723
BE,0434,Courtelary,02,020434,Courtelary,2608
BE,0434,Courtelary,02,020434,Montagne-de-Courtelary,2608
BE,0434,Courtelary,02,020434,Mont-Crosin,2610
BE,0434,Courtelary,02,020434,Mont-Tramelan,2723
BE,0435,La Ferrière,02,020435,La Ferrière,2333
BE,0435,La Ferrière,02,020435,La Cibourg,2333
BE,0435,La Ferrière,02,020435,Mont-Soleil,2610
BE,0437,Mont-Tramelan,02,020437,Tramelan,2720
BE,0437,Mont-Tramelan,02,020437,Mont-Tramelan,2723
BE,0438,Orvin,02,020438,Orvin,2534
BE,0438,Orvin,02,020438,Les Prés-d'Orvin,2534
BE,0438,Orvin,02,020438,Frinvillier,2535
BE,0441,Renan (BE),02,020441,Renan BE,2616
BE,0441,Renan (BE),02,020441,La Cibourg,2616
BE,0442,Romont (BE),02,020442,Plagne,2536
BE,0442,Romont (BE),02,020442,Romont BE,2538
BE,0442,Romont (BE),02,020442,Péry,2603
BE,0443,Saint-Imier,02,020443,Le Cerneux-Veusil,2345
BE,0443,Saint-Imier,02,020443,St-Imier,2610
BE,0443,Saint-Imier,02,020443,Mont-Soleil,2610
BE,0443,Saint-Imier,02,020443,Les Pontins,2610
BE,0444,Sonceboz-Sombeval,02,020444,Sonceboz-Sombeval,2605
BE,0444,Sonceboz-Sombeval,02,020444,Corgémont,2606
BE,0444,Sonceboz-Sombeval,02,020444,La Tanne,2720
BE,0445,Sonvilier,02,020445,La Ferrière,2333
BE,0445,Sonvilier,02,020445,Le Cerneux-Veusil,2345
BE,0445,Sonvilier,02,020445,Mont-Soleil,2610
BE,0445,Sonvilier,02,020445,Sonvilier,2615
BE,0445,Sonvilier,02,020445,Montagne-de-Sonvilier,2615
BE,0446,Tramelan,02,020446,Tramelan,2720
BE,0446,Tramelan,02,020446,La Tanne,2720
BE,0446,Tramelan,02,020446,Les Reussilles,2722
BE,0446,Tramelan,02,020446,Mont-Tramelan,2723
BE,0448,Villeret,02,020448,Les Breuleux,2345
BE,0448,Villeret,02,020448,Les Pontins,2610
BE,0448,Villeret,02,020448,Mont-Crosin,2610
BE,0448,Villeret,02,020448,Villeret,2613
BE,0449,Sauge,02,020449,Frinvillier,2535
BE,0449,Sauge,02,020449,Plagne,2536
BE,0449,Sauge,02,020449,Vauffelin,2537
BE,0450,Péry-La Heutte,02,020450,Frinvillier,2535
BE,0450,Péry-La Heutte,02,020450,Péry,2603
BE,0450,Péry-La Heutte,02,020450,La Heutte,2604
BE,0450,Péry-La Heutte,02,020450,Reconvilier,2732
BE,0450,Péry-La Heutte,02,020450,Malleray,2735
BE,0491,Brüttelen,02,020491,Brüttelen,3237
BE,0492,Erlach,02,020492,Ins,3232
BE,0492,Erlach,02,020492,Tschugg,3233
BE,0492,Erlach,02,020492,Erlach,3235
BE,0493,Finsterhennen,02,020493,Finsterhennen,2577
BE,0494,Gals,02,020494,Le Landeron,2525
BE,0494,Gals,02,020494,Erlach,3235
BE,0494,Gals,02,020494,Gals,3238
BE,0495,Gampelen,02,020495,Gampelen,3236
BE,0496,Ins,02,020496,Ins,3232
BE,0496,Ins,02,020496,Gampelen,3236
BE,0497,Lüscherz,02,020497,Hagneck,2575
BE,0497,Lüscherz,02,020497,Lüscherz,2576
BE,0498,Müntschemier,02,020498,Müntschemier,3225
BE,0499,Siselen,02,020499,Siselen BE,2577
BE,0500,Treiten,02,020500,Treiten,3226
BE,0501,Tschugg,02,020501,Tschugg,3233
BE,0502,Vinelz,02,020502,Lüscherz,2576
BE,0502,Vinelz,02,020502,Vinelz,3234
BE,0533,Bätterkinden,02,020533,Schalunen,3314
BE,0533,Bätterkinden,02,020533,Bätterkinden,3315
BE,0533,Bätterkinden,02,020533,Kräiligen,3315
BE,0533,Bätterkinden,02,020533,Lohn-Ammannsegg,4573
BE,0535,Deisswil bei Münchenbuchsee,02,020535,Deisswil b. Münchenbuchsee,3053
BE,0538,Fraubrunnen,02,020538,Etzelkofen,3306
BE,0538,Fraubrunnen,02,020538,Grafenried,3308
BE,0538,Fraubrunnen,02,020538,Zauggenried,3309
BE,0538,Fraubrunnen,02,020538,Fraubrunnen,3312
BE,0538,Fraubrunnen,02,020538,Büren zum Hof,3313
BE,0538,Fraubrunnen,02,020538,Schalunen,3314
BE,0538,Fraubrunnen,02,020538,Limpach,3317
BE,0538,Fraubrunnen,02,020538,Mülchi,3317
BE,0538,Fraubrunnen,02,020538,Rüdtligen,3422
BE,0540,Jegenstorf,02,020540,Jegenstorf,3303
BE,0540,Jegenstorf,02,020540,Münchringen,3303
BE,0540,Jegenstorf,02,020540,Ballmoos,3303
BE,0540,Jegenstorf,02,020540,Scheunen,3305
BE,0541,Iffwil,02,020541,Iffwil,3305
BE,0543,Mattstetten,02,020543,Urtenen-Schönbühl,3322
BE,0543,Mattstetten,02,020543,Mattstetten,3322
BE,0544,Moosseedorf,02,020544,Münchenbuchsee,3053
BE,0544,Moosseedorf,02,020544,Moosseedorf,3302
BE,0544,Moosseedorf,02,020544,Urtenen-Schönbühl,3322
BE,0546,Münchenbuchsee,02,020546,Zollikofen,3052
BE,0546,Münchenbuchsee,02,020546,Münchenbuchsee,3053
BE,0546,Münchenbuchsee,02,020546,Diemerswil,3053
BE,0551,Urtenen-Schönbühl,02,020551,Urtenen-Schönbühl,3322
BE,0552,Utzenstorf,02,020552,Utzenstorf,3427
BE,0553,Wiggiswil,02,020553,Wiggiswil,3053
BE,0554,Wiler bei Utzenstorf,02,020554,Utzenstorf,3427
BE,0554,Wiler bei Utzenstorf,02,020554,Wiler b. Utzenstorf,3428
BE,0556,Zielebach,02,020556,Zielebach,4564
BE,0557,Zuzwil (BE),02,020557,Zuzwil BE,3303
BE,0561,Adelboden,02,020561,Adelboden,3715
BE,0561,Adelboden,02,020561,Achseten,3725
BE,0562,Aeschi bei Spiez,02,020562,Hondrich,3702
BE,0562,Aeschi bei Spiez,02,020562,Aeschi b. Spiez,3703
BE,0562,Aeschi bei Spiez,02,020562,Aeschiried,3703
BE,0562,Aeschi bei Spiez,02,020562,Krattigen,3704
BE,0562,Aeschi bei Spiez,02,020562,Emdthal,3711
BE,0562,Aeschi bei Spiez,02,020562,Mülenen,3711
BE,0563,Frutigen,02,020563,Reichenbach im Kandertal,3713
BE,0563,Frutigen,02,020563,Frutigen,3714
BE,0563,Frutigen,02,020563,Adelboden,3715
BE,0563,Frutigen,02,020563,Kandergrund,3716
BE,0563,Frutigen,02,020563,Ried (Frutigen),3724
BE,0563,Frutigen,02,020563,Achseten,3725
BE,0564,Kandergrund,02,020564,Kandergrund,3716
BE,0564,Kandergrund,02,020564,Blausee-Mitholz,3717
BE,0565,Kandersteg,02,020565,Kandersteg,3718
BE,0566,Krattigen,02,020566,Krattigen,3704
BE,0566,Krattigen,02,020566,Faulensee,3705
BE,0567,Reichenbach im Kandertal,02,020567,Mülenen,3711
BE,0567,Reichenbach im Kandertal,02,020567,Reichenbach im Kandertal,3713
BE,0567,Reichenbach im Kandertal,02,020567,Wengi b. Frutigen,3714
BE,0567,Reichenbach im Kandertal,02,020567,Scharnachtal,3722
BE,0567,Reichenbach im Kandertal,02,020567,Kiental,3723
BE,0571,Beatenberg,02,020571,Sundlauenen,3800
BE,0571,Beatenberg,02,020571,Beatenberg,3803
BE,0572,Bönigen,02,020572,Interlaken,3800
BE,0572,Bönigen,02,020572,Bönigen b. Interlaken,3806
BE,0573,Brienz (BE),02,020573,Brienz BE,3855
BE,0573,Brienz (BE),02,020573,Axalp,3855
BE,0574,Brienzwiler,02,020574,Brienzwiler,3856
BE,0574,Brienzwiler,02,020574,Meiringen,3860
BE,0575,Därligen,02,020575,Leissigen,3706
BE,0575,Därligen,02,020575,Därligen,3707
BE,0576,Grindelwald,02,020576,Lütschental,3816
BE,0576,Grindelwald,02,020576,Burglauenen,3816
BE,0576,Grindelwald,02,020576,Grindelwald,3818
BE,0576,Grindelwald,02,020576,Kleine Scheidegg,3823
BE,0577,Gsteigwiler,02,020577,Wilderswil,3812
BE,0577,Gsteigwiler,02,020577,Gsteigwiler,3814
BE,0578,Gündlischwand,02,020578,Wilderswil,3812
BE,0578,Gündlischwand,02,020578,Zweilütschinen,3815
BE,0578,Gündlischwand,02,020578,Gündlischwand,3815
BE,0579,Habkern,02,020579,Habkern,3804
BE,0579,Habkern,02,020579,Schangnau,6197
BE,0580,Hofstetten bei Brienz,02,020580,Hofstetten b. Brienz,3858
BE,0581,Interlaken,02,020581,Interlaken,3800
BE,0582,Iseltwald,02,020582,Iseltwald,3807
BE,0584,Lauterbrunnen,02,020584,Jungfraujoch,3801
BE,0584,Lauterbrunnen,02,020584,Lauterbrunnen,3822
BE,0584,Lauterbrunnen,02,020584,Isenfluh,3822
BE,0584,Lauterbrunnen,02,020584,Wengen,3823
BE,0584,Lauterbrunnen,02,020584,Kleine Scheidegg,3823
BE,0584,Lauterbrunnen,02,020584,Eigergletscher,3823
BE,0584,Lauterbrunnen,02,020584,Stechelberg,3824
BE,0584,Lauterbrunnen,02,020584,Mürren,3825
BE,0584,Lauterbrunnen,02,020584,Gimmelwald,3826
BE,0585,Leissigen,02,020585,Leissigen,3706
BE,0586,Lütschental,02,020586,Lütschental,3816
BE,0587,Matten bei Interlaken,02,020587,Matten b. Interlaken,3800
BE,0587,Matten bei Interlaken,02,020587,Wilderswil,3812
BE,0588,Niederried bei Interlaken,02,020588,Niederried b. Interlaken,3853
BE,0589,Oberried am Brienzersee,02,020589,Oberried am Brienzersee,3854
BE,0589,Oberried am Brienzersee,02,020589,Brienz BE,3855
BE,0590,Ringgenberg (BE),02,020590,Goldswil b. Interlaken,3805
BE,0590,Ringgenberg (BE),02,020590,Ringgenberg BE,3852
BE,0591,Saxeten,02,020591,Saxeten,3813
BE,0592,Schwanden bei Brienz,02,020592,Schwanden b. Brienz,3855
BE,0593,Unterseen,02,020593,Unterseen,3800
BE,0594,Wilderswil,02,020594,Wilderswil,3812
BE,0602,Arni (BE),02,020602,Biglen,3507
BE,0602,Arni (BE),02,020602,Arni BE,3508
BE,0603,Biglen,02,020603,Biglen,3507
BE,0605,Bowil,02,020605,Oberthal,3531
BE,0605,Bowil,02,020605,Bowil,3533
BE,0605,Bowil,02,020605,Signau,3534
BE,0605,Bowil,02,020605,Röthenbach im Emmental,3538
BE,0605,Bowil,02,020605,Linden,3673
BE,0606,Brenzikofen,02,020606,Brenzikofen,3671
BE,0607,Freimettigen,02,020607,Freimettigen,3510
BE,0608,Grosshöchstetten,02,020608,Schlosswil,3082
BE,0608,Grosshöchstetten,02,020608,Grosshöchstetten,3506
BE,0609,Häutligen,02,020609,Häutligen,3510
BE,0610,Herbligen,02,020610,Herbligen,3671
BE,0611,Kiesen,02,020611,Wichtrach,3114
BE,0611,Kiesen,02,020611,Kiesen,3629
BE,0612,Konolfingen,02,020612,Gysenstein,3503
BE,0612,Konolfingen,02,020612,Konolfingen,3510
BE,0613,Landiswil,02,020613,Obergoldbach,3434
BE,0613,Landiswil,02,020613,Landiswil,3434
BE,0613,Landiswil,02,020613,Arni BE,3508
BE,0613,Landiswil,02,020613,Walkringen,3512
BE,0614,Linden,02,020614,Röthenbach im Emmental,3538
BE,0614,Linden,02,020614,Heimenschwand,3615
BE,0614,Linden,02,020614,Oberdiessbach,3672
BE,0614,Linden,02,020614,Linden,3673
BE,0615,Mirchel,02,020615,Grosshöchstetten,3506
BE,0615,Mirchel,02,020615,Mirchel,3532
BE,0616,Münsingen,02,020616,Trimstein,3083
BE,0616,Münsingen,02,020616,Münsingen,3110
BE,0616,Münsingen,02,020616,Tägertschi,3111
BE,0617,Niederhünigen,02,020617,Niederhünigen,3504
BE,0619,Oberdiessbach,02,020619,Oberdiessbach,3672
BE,0619,Oberdiessbach,02,020619,Aeschlen b. Oberdiessbach,3672
BE,0619,Oberdiessbach,02,020619,Bleiken b. Oberdiessbach,3674
BE,0620,Oberthal,02,020620,Grosshöchstetten,3506
BE,0620,Oberthal,02,020620,Arni BE,3508
BE,0620,Oberthal,02,020620,Oberthal,3531
BE,0622,Oppligen,02,020622,Oppligen,3629
BE,0623,Rubigen,02,020623,Allmendingen b. Bern,3112
BE,0623,Rubigen,02,020623,Rubigen,3113
BE,0626,Walkringen,02,020626,Utzigen,3068
BE,0626,Walkringen,02,020626,Schafhausen im Emmental,3415
BE,0626,Walkringen,02,020626,Walkringen,3512
BE,0626,Walkringen,02,020626,Bigenthal,3513
BE,0627,Worb,02,020627,Utzigen,3068
BE,0627,Worb,02,020627,Rüfenacht BE,3075
BE,0627,Worb,02,020627,Vielbringen b. Worb,3075
BE,0627,Worb,02,020627,Worb,3076
BE,0627,Worb,02,020627,Enggistein,3077
BE,0627,Worb,02,020627,Richigen,3078
BE,0627,Worb,02,020627,Schlosswil,3082
BE,0627,Worb,02,020627,Rubigen,3113
BE,0628,Zäziwil,02,020628,Grosshöchstetten,3506
BE,0628,Zäziwil,02,020628,Oberthal,3531
BE,0628,Zäziwil,02,020628,Zäziwil,3532
BE,0628,Zäziwil,02,020628,Bowil,3533
BE,0629,Oberhünigen,02,020629,Oberhünigen,3504
BE,0629,Oberhünigen,02,020629,Zäziwil,3532
BE,0629,Oberhünigen,02,020629,Mirchel,3532
BE,0629,Oberhünigen,02,020629,Bowil,3533
BE,0629,Oberhünigen,02,020629,Linden,3673
BE,0630,Allmendingen,02,020630,Gümligen,3073
BE,0630,Allmendingen,02,020630,Allmendingen b. Bern,3112
BE,0632,Wichtrach,02,020632,Wichtrach,3114
BE,0632,Wichtrach,02,020632,Häutligen,3510
BE,0662,Ferenbalm,02,020662,Laupen BE,3177
BE,0662,Ferenbalm,02,020662,Gümmenen,3205
BE,0662,Ferenbalm,02,020662,Rizenbach,3206
BE,0662,Ferenbalm,02,020662,Ferenbalm,3206
BE,0662,Ferenbalm,02,020662,Biberen,3206
BE,0662,Ferenbalm,02,020662,Gammen,3206
BE,0662,Ferenbalm,02,020662,Wileroltigen,3207
BE,0663,Frauenkappelen,02,020663,Bern,3020
BE,0663,Frauenkappelen,02,020663,Wohlen b. Bern,3033
BE,0663,Frauenkappelen,02,020663,Frauenkappelen,3202
BE,0665,Gurbrü,02,020665,Gurbrü,3208
BE,0665,Gurbrü,02,020665,Kerzers,3210
BE,0666,Kriechenwil,02,020666,Kriechenwil,3179
BE,0667,Laupen,02,020667,Laupen BE,3177
BE,0668,Mühleberg,02,020668,Frauenkappelen,3202
BE,0668,Mühleberg,02,020668,Mühleberg,3203
BE,0668,Mühleberg,02,020668,Rosshäusern,3204
BE,0668,Mühleberg,02,020668,Gümmenen,3205
BE,0669,Münchenwiler,02,020669,Münchenwiler,1797
BE,0670,Neuenegg,02,020670,Thörishaus,3174
BE,0670,Neuenegg,02,020670,Neuenegg,3176
BE,0670,Neuenegg,02,020670,Laupen BE,3177
BE,0670,Neuenegg,02,020670,Rosshäusern,3204
BE,0671,Wileroltigen,02,020671,Wileroltigen,3207
BE,0681,Belprahon,02,020681,Belprahon,2744
BE,0683,Champoz,02,020683,Champoz,2735
BE,0687,Corcelles (BE),02,020687,Corcelles BE,2747
BE,0690,Court,02,020690,Champoz,2735
BE,0690,Court,02,020690,Court,2738
BE,0691,Crémines,02,020691,Crémines,2746
BE,0691,Crémines,02,020691,Corcelles BE,2747
BE,0691,Crémines,02,020691,Gänsbrunnen,4716
BE,0692,Eschert,02,020692,Eschert,2743
BE,0694,Grandval,02,020694,Grandval,2745
BE,0696,Loveresse,02,020696,Loveresse,2732
BE,0696,Loveresse,02,020696,Pontenet,2733
BE,0700,Moutier,02,020700,Moutier,2740
BE,0701,Perrefitte,02,020701,Perrefitte,2742
BE,0703,Reconvilier,02,020703,Tavannes,2710
BE,0703,Reconvilier,02,020703,Reconvilier,2732
BE,0704,Roches (BE),02,020704,Moutier,2740
BE,0704,Roches (BE),02,020704,Roches BE,2762
BE,0706,Saicourt,02,020706,Le Fuet,2712
BE,0706,Saicourt,02,020706,Bellelay,2713
BE,0706,Saicourt,02,020706,Tramelan,2720
BE,0706,Saicourt,02,020706,Saicourt,2732
BE,0707,Saules (BE),02,020707,Saules BE,2732
BE,0708,Schelten,02,020708,Schelten,2827
BE,0709,Seehof,02,020709,Seehof,2747
BE,0711,Sorvilier,02,020711,Sorvilier,2736
BE,0713,Tavannes,02,020713,Tavannes,2710
BE,0713,Tavannes,02,020713,La Tanne,2720
BE,0715,Rebévelier,02,020715,Rebévelier,2717
BE,0716,Petit-Val,02,020716,Le Fuet,2712
BE,0716,Petit-Val,02,020716,Châtelat,2715
BE,0716,Petit-Val,02,020716,Monible,2715
BE,0716,Petit-Val,02,020716,Sornetan,2716
BE,0716,Petit-Val,02,020716,Fornet-Dessous,2717
BE,0716,Petit-Val,02,020716,Souboz,2748
BE,0716,Petit-Val,02,020716,Les Ecorcheresses,2748
BE,0717,Valbirse,02,020717,Pontenet,2733
BE,0717,Valbirse,02,020717,Bévilard,2735
BE,0717,Valbirse,02,020717,Malleray,2735
BE,0723,La Neuveville,02,020723,Ligerz,2514
BE,0723,La Neuveville,02,020723,La Neuveville,2520
BE,0723,La Neuveville,02,020723,Lignières,2523
BE,0724,Nods,02,020724,Nods,2518
BE,0724,Nods,02,020724,Lignières,2523
BE,0724,Nods,02,020724,Les Prés-d'Orvin,2534
BE,0726,Plateau de Diesse,02,020726,Prêles,2515
BE,0726,Plateau de Diesse,02,020726,Lamboing,2516
BE,0726,Plateau de Diesse,02,020726,Diesse,2517
BE,0731,Aegerten,02,020731,Aegerten,2558
BE,0732,Bellmund,02,020732,Port,2562
BE,0732,Bellmund,02,020732,Ipsach,2563
BE,0732,Bellmund,02,020732,Bellmund,2564
BE,0733,Brügg,02,020733,Biel/Bienne,2503
BE,0733,Brügg,02,020733,Biel/Bienne,2504
BE,0733,Brügg,02,020733,Orpund,2552
BE,0733,Brügg,02,020733,Brügg BE,2555
BE,0734,Bühl,02,020734,Bühl b. Aarberg,3274
BE,0735,Epsach,02,020735,Epsach,3272
BE,0736,Hagneck,02,020736,Täuffelen,2575
BE,0736,Hagneck,02,020736,Hagneck,2575
BE,0737,Hermrigen,02,020737,Hermrigen,3274
BE,0738,Jens,02,020738,Jens,2565
BE,0739,Ipsach,02,020739,Ipsach,2563
BE,0740,Ligerz,02,020740,Twann,2513
BE,0740,Ligerz,02,020740,Ligerz,2514
BE,0741,Merzligen,02,020741,Merzligen,3274
BE,0742,Mörigen,02,020742,Mörigen,2572
BE,0743,Nidau,02,020743,Biel/Bienne,2503
BE,0743,Nidau,02,020743,Nidau,2560
BE,0744,Orpund,02,020744,Biel/Bienne,2504
BE,0744,Orpund,02,020744,Orpund,2552
BE,0745,Port,02,020745,Nidau,2560
BE,0745,Port,02,020745,Port,2562
BE,0746,Safnern,02,020746,Safnern,2553
BE,0747,Scheuren,02,020747,Scheuren,2556
BE,0748,Schwadernau,02,020748,Schwadernau,2556
BE,0749,Studen (BE),02,020749,Studen BE,2557
BE,0750,Sutz-Lattrigen,02,020750,Sutz,2572
BE,0751,Täuffelen,02,020751,Täuffelen,2575
BE,0751,Täuffelen,02,020751,Gerolfingen,2575
BE,0751,Täuffelen,02,020751,Hagneck,2575
BE,0754,Walperswil,02,020754,Walperswil,3272
BE,0755,Worben,02,020755,Worben,3252
BE,0756,Twann-Tüscherz,02,020756,Biel/Bienne,2505
BE,0756,Twann-Tüscherz,02,020756,Tüscherz-Alfermée,2512
BE,0756,Twann-Tüscherz,02,020756,Twann,2513
BE,0756,Twann-Tüscherz,02,020756,Lamboing,2516
BE,0756,Twann-Tüscherz,02,020756,Erlach,3235
BE,0761,Därstetten,02,020761,Därstetten,3763
BE,0761,Därstetten,02,020761,Weissenburg,3764
